This file was created using the 202510 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
199812,   2208.15,   1277.92,   1717.33,   2786.31,   1582.07,   5362.76,   1315.99,   1879.99,   2570.36,   1179.98
199901,   2247.04,   1324.36,   1767.08,   2789.33,   1842.80,   6203.38,   1451.73,   1996.22,   2633.97,   1225.91
199902,   2192.99,   1416.20,   1796.93,   2393.23,   2132.68,   6887.01,   1496.12,   2012.85,   2461.99,   1237.44
199903,   2119.65,   1387.45,   1776.51,   2302.71,   1898.55,   6814.31,   1482.88,   2027.70,   2374.58,   1248.32
199904,   2084.37,   1388.35,   1869.54,   2728.02,   2079.31,   6623.00,   1553.22,   2110.09,   2337.67,   1289.93
199905,   2187.64,   1524.53,   2060.32,   3207.56,   2134.21,   7267.58,   1577.20,   2007.78,   2501.03,   1386.24
199906,   2232.18,   1463.23,   1989.63,   3177.34,   2139.90,   7480.67,   1534.45,   1970.86,   2674.73,   1341.13
199907,   2220.36,   1548.05,   2024.79,   3185.37,   2343.40,   7647.75,   1642.97,   2088.35,   2528.77,   1499.77
199908,   2181.01,   1466.58,   2013.36,   3254.73,   2325.25,   7578.01,   1570.58,   2021.91,   2539.43,   1418.72
199909,   2089.91,   1468.72,   2027.82,   3401.22,   2472.79,   7098.17,   1490.07,   2113.68,   2563.86,   1352.28
199910,   1965.54,   1353.56,   1976.46,   3303.85,   2498.35,   7452.54,   1516.76,   1991.16,   2458.72,   1295.89
199911,   2095.11,   1417.10,   2107.31,   3269.87,   2596.28,   7763.71,   1567.60,   2211.15,   2500.10,   1449.69
199912,   2084.53,   1381.92,   2111.91,   3394.75,   2958.69,   8260.51,   1640.59,   2295.96,   2294.28,   1422.75
200001,   2061.36,   1444.51,   2338.99,   2945.67,   3614.75,   8681.01,   1773.41,   2184.96,   2229.96,   1447.55
200002,   1968.53,   1435.83,   2140.79,   3018.12,   3452.13,   8419.28,   1591.41,   2365.49,   2334.82,   1384.31
200003,   1853.21,   1321.74,   2077.91,   2835.13,   4118.77,   8224.65,   1530.46,   2326.37,   2173.17,   1291.03
200004,   2004.89,   1464.89,   2246.64,   3191.20,   4317.61,   8944.62,   1740.48,   2332.04,   2297.32,   1499.84
200005,   1975.82,   1598.75,   2283.12,   2979.58,   3898.32,   8188.40,   1674.06,   2404.04,   2508.87,   1469.57
200006,   2136.09,   1419.77,   2245.28,   3265.16,   3506.50,   7209.45,   1632.68,   2509.97,   2615.20,   1525.51
200007,   1888.84,   1254.98,   1617.75,   3490.10,   3631.31,   7273.05,   1539.49,   2810.12,   2475.46,   1761.61
200008,   1912.21,   1341.21,   1602.98,   3382.85,   3454.33,   6371.75,   1532.71,   2635.70,   2573.98,   1868.12
200009,   1889.16,   1409.78,   1731.17,   3670.81,   3918.88,   6287.37,   1514.21,   2752.71,   2846.72,   2050.72
200010,   1962.61,   1352.49,   1644.97,   3834.12,   3372.48,   6001.99,   1573.68,   2881.52,   3216.63,   2066.13
200011,   2099.16,   1432.79,   1721.64,   3725.59,   3152.55,   6013.12,   1566.81,   2962.98,   3103.17,   2064.77
200012,   2171.79,   1282.45,   1669.38,   3637.94,   2428.32,   5064.68,   1582.50,   3045.55,   3216.67,   1950.36
200101,   2300.51,   1299.66,   1798.62,   3954.12,   2258.91,   4923.18,   1697.66,   3211.79,   3401.09,   2074.22
200102,   2261.69,   1464.10,   1809.61,   3865.60,   2653.33,   5738.48,   1837.88,   2957.43,   2944.82,   2043.77
200103,   2277.15,   1452.21,   1728.72,   3867.30,   1973.41,   5166.61,   1761.42,   2964.35,   3112.45,   1960.11
200104,   2179.21,   1403.07,   1626.91,   3960.02,   1721.50,   4967.40,   1729.53,   2727.90,   3163.04,   1879.81
200105,   2218.16,   1519.90,   1776.55,   4355.55,   2063.83,   5373.25,   1846.54,   2876.77,   3328.92,   2015.19
200106,   2319.45,   1503.12,   1839.38,   4392.34,   2027.04,   5317.88,   1907.01,   2972.33,   3353.55,   2105.76
200107,   2414.42,   1419.94,   1655.03,   3730.93,   2071.83,   6033.36,   1868.37,   2859.32,   3472.10,   2092.46
200108,   2430.23,   1476.91,   1669.31,   3668.04,   1948.36,   6059.87,   1972.99,   2942.37,   3332.55,   2061.96
200109,   2450.62,   1342.17,   1641.14,   3611.05,   1750.61,   5430.04,   1874.66,   2855.59,   3333.80,   1959.80
200110,   2370.37,   1118.77,   1437.70,   3379.00,   1428.24,   5331.22,   1716.01,   2851.50,   3105.63,   1811.89
200111,   2415.20,   1137.38,   1500.38,   3296.84,   1666.88,   4837.82,   1757.93,   2894.30,   3179.23,   1804.93
200112,   2507.87,   1304.08,   1640.61,   3156.28,   1956.17,   5310.36,   1960.22,   3054.85,   3102.53,   1958.41
200201,   2539.63,   1323.62,   1690.16,   3363.94,   1958.12,   5503.79,   2051.84,   2976.49,   3218.05,   2050.04
200202,   2598.54,   1359.52,   1716.48,   3288.98,   1967.55,   5161.10,   2131.70,   2910.00,   3093.82,   2037.82
200203,   2736.58,   1423.91,   1799.01,   3454.74,   1720.44,   5173.39,   2135.75,   2901.38,   3071.04,   2054.60
200204,   2851.76,   1521.14,   1888.25,   3741.41,   1846.42,   5329.25,   2208.36,   2920.71,   3378.66,   2179.66
200205,   2922.58,   1590.70,   1878.33,   3593.30,   1646.90,   4731.64,   2180.45,   2726.61,   3387.22,   2137.18
200206,   2979.48,   1578.28,   1877.60,   3551.32,   1590.71,   5010.56,   2156.11,   2664.70,   3137.71,   2133.37
200207,   2835.55,   1410.30,   1824.51,   3808.26,   1369.56,   4559.26,   2072.71,   2311.15,   3066.35,   2080.35
200208,   2656.16,   1240.14,   1676.85,   3469.45,   1246.77,   4041.57,   1845.86,   2257.74,   2699.53,   1952.57
200209,   2723.21,   1254.75,   1664.11,   3473.07,   1256.96,   4132.66,   1892.05,   2280.64,   2779.13,   1993.36
200210,   2531.25,   1116.99,   1531.14,   3115.29,   1059.91,   3778.37,   1712.31,   2152.53,   2469.27,   1789.33
200211,   2688.58,   1084.67,   1599.30,   3280.22,   1283.15,   4586.47,   1826.12,   2292.17,   2445.24,   1916.77
200212,   2654.13,   1221.39,   1714.05,   3384.53,   1503.86,   5112.10,   1866.60,   2379.33,   2469.94,   2004.29
200301,   2648.30,   1102.42,   1657.85,   3434.46,   1322.67,   4802.30,   1741.19,   2291.13,   2556.41,   1915.19
200302,   2552.61,   1072.44,   1607.67,   3347.95,   1317.87,   4662.85,   1669.53,   2288.54,   2448.58,   1884.67
200303,   2485.79,   1026.72,   1579.81,   3394.40,   1346.28,   4361.21,   1651.66,   2261.03,   2337.69,   1839.55
200304,   2431.58,    999.61,   1611.17,   3467.73,   1359.48,   4373.96,   1737.64,   2388.95,   2452.85,   1866.60
200305,   2546.17,   1190.04,   1713.24,   3474.56,   1497.01,   4843.45,   1911.61,   2395.06,   2616.78,   2088.20
200306,   2797.16,   1220.04,   1792.95,   3783.14,   1657.85,   5191.82,   2001.57,   2489.83,   2867.33,   2212.24
200307,   2807.84,   1181.72,   1784.14,   3719.83,   1708.02,   5744.27,   2023.13,   2739.13,   3098.82,   2188.87
200308,   2769.97,   1258.11,   1883.45,   3643.73,   1821.35,   5625.67,   2097.43,   2801.21,   2946.41,   2285.06
200309,   2795.08,   1368.21,   1966.23,   3877.37,   1952.98,   5741.96,   2246.19,   2736.43,   2988.48,   2312.61
200310,   2849.99,   1322.07,   1897.58,   3790.62,   1952.44,   5445.09,   2151.24,   2747.07,   3124.35,   2321.43
200311,   3017.11,   1429.89,   2074.70,   3876.33,   2132.56,   5792.65,   2363.20,   2774.27,   3163.14,   2478.25
200312,   3118.81,   1469.79,   2120.85,   3882.80,   2193.85,   5796.69,   2389.28,   2813.05,   3178.21,   2526.69
200401,   3229.14,   1641.94,   2280.18,   4439.66,   2256.32,   6225.99,   2363.11,   2973.35,   3355.51,   2648.07
200402,   3269.90,   1643.43,   2265.77,   4510.86,   2374.24,   6307.10,   2388.28,   3075.20,   3410.42,   2743.00
200403,   3420.60,   1655.16,   2305.85,   4760.38,   2321.08,   6278.26,   2538.17,   3113.09,   3467.09,   2805.80
200404,   3404.66,   1647.74,   2308.47,   4758.81,   2287.50,   6199.19,   2547.88,   2988.37,   3498.11,   2790.91
200405,   3480.23,   1686.00,   2310.00,   4884.72,   2183.34,   6141.14,   2513.79,   3102.12,   3364.98,   2651.73
200406,   3410.12,   1669.08,   2351.84,   4942.20,   2291.45,   6010.67,   2545.73,   3095.21,   3393.21,   2718.46
200407,   3451.47,   1731.34,   2502.78,   4863.42,   2351.63,   5740.86,   2501.33,   2841.74,   3544.63,   2711.50
200408,   3269.82,   1664.15,   2410.65,   5155.94,   2163.29,   5705.95,   2409.90,   2681.47,   3573.60,   2631.00
200409,   3306.34,   1622.54,   2442.26,   5064.38,   2074.68,   5829.77,   2410.06,   2735.11,   3688.92,   2691.04
200410,   3252.33,   1658.29,   2500.37,   5535.73,   2147.98,   5902.80,   2477.47,   2694.20,   3730.79,   2730.07
200411,   3357.15,   1621.69,   2471.46,   5567.93,   2269.50,   5802.57,   2572.98,   2627.78,   3879.77,   2766.69
200412,   3505.41,   1751.88,   2658.94,   5913.38,   2382.95,   6099.97,   2693.47,   2643.68,   4052.65,   2900.81
200501,   3705.83,   1849.52,   2734.87,   5773.95,   2468.64,   6227.54,   2790.56,   2802.45,   4181.56,   3032.34
200502,   3712.47,   1717.56,   2714.18,   5948.05,   2311.39,   5943.71,   2760.71,   2698.11,   4248.61,   3002.16
200503,   3766.99,   1725.38,   2827.59,   7079.25,   2320.75,   5960.59,   2782.74,   2759.52,   4330.43,   3026.92
200504,   3737.28,   1616.98,   2815.31,   6882.08,   2263.18,   5876.41,   2781.63,   2746.75,   4343.06,   2960.40
200505,   3732.96,   1450.75,   2687.95,   6495.38,   2172.57,   5784.57,   2651.38,   2860.39,   4426.36,   2917.28
200506,   3833.09,   1589.53,   2774.55,   6621.59,   2366.38,   5871.07,   2836.67,   2908.72,   4484.45,   3030.77
200507,   3679.36,   1634.90,   2642.71,   6361.11,   2298.25,   5282.74,   2808.05,   2710.51,   4584.88,   3027.35
200508,   3809.29,   1738.38,   2800.11,   6774.11,   2447.38,   5465.94,   2967.48,   2835.84,   4712.06,   3107.54
200509,   3859.69,   1734.15,   2768.20,   7062.34,   2446.71,   5208.60,   2789.69,   2834.58,   4752.44,   3066.25
200510,   3856.82,   1657.59,   2805.03,   7572.53,   2477.70,   5128.15,   2762.25,   2794.79,   4949.95,   3113.61
200511,   3884.19,   1582.75,   2648.23,   6843.33,   2454.75,   4936.64,   2816.98,   2719.04,   4603.79,   3154.90
200512,   3931.25,   1612.89,   2781.38,   6891.55,   2628.44,   5095.74,   2937.32,   2779.49,   4614.90,   3311.44
200601,   3949.44,   1613.95,   2811.53,   6998.08,   2586.47,   5034.08,   2946.30,   2850.31,   4659.43,   3329.09
200602,   3987.48,   1722.54,   2959.74,   7901.58,   2718.29,   5189.07,   3010.03,   2926.04,   4793.76,   3377.05
200603,   4028.36,   1712.72,   2988.79,   7230.93,   2707.61,   5454.55,   3095.97,   2965.12,   4785.36,   3412.97
200604,   4078.62,   1773.51,   3076.76,   7517.10,   2797.50,   5591.09,   3188.52,   2934.49,   4596.40,   3488.22
200605,   4119.26,   1776.66,   3213.33,   7663.47,   2782.68,   5631.45,   3144.34,   2840.49,   4632.89,   3568.02
200606,   4198.32,   1783.94,   3092.39,   7420.90,   2603.33,   5482.77,   3096.95,   2786.35,   4726.30,   3465.54
200607,   3867.03,   1628.88,   3079.82,   6787.17,   2502.90,   5672.41,   3023.50,   2621.61,   4986.82,   3301.58
200608,   4020.31,   1578.57,   2980.50,   7196.28,   2416.26,   5977.48,   2918.52,   2735.41,   5221.00,   3291.18
200609,   4155.65,   1612.55,   3040.90,   6885.41,   2604.57,   6160.20,   2993.35,   2795.54,   5321.97,   3354.84
200610,   4110.79,   1695.20,   3106.58,   6620.68,   2703.03,   6433.72,   3194.36,   2837.97,   5198.22,   3472.34
200611,   4243.30,   1794.86,   3260.67,   7001.70,   2835.80,   6797.80,   3328.05,   2889.17,   5470.07,   3573.17
200612,   4314.73,   1860.06,   3381.86,   7581.42,   2926.61,   6949.80,   3274.63,   2875.92,   5613.72,   3630.73
200701,   4407.03,   1838.26,   3423.49,   7476.23,   2893.04,   7361.60,   3324.17,   2894.25,   5643.02,   3756.09
200702,   4508.37,   1907.68,   3549.76,   7403.48,   2970.47,   6987.23,   3458.83,   3017.93,   5663.66,   3821.31
200703,   4436.57,   1901.60,   3575.36,   7218.38,   2910.78,   6791.97,   3445.28,   2932.95,   5910.54,   3755.95
200704,   4568.78,   1843.71,   3590.52,   7730.12,   2957.07,   6982.05,   3423.37,   2929.52,   6154.13,   3753.58
200705,   4720.06,   1977.60,   3811.76,   8126.29,   3116.95,   7143.37,   3510.76,   3150.87,   6445.30,   3904.19
200706,   4911.57,   2036.29,   4006.77,   8677.37,   3267.57,   7661.88,   3602.32,   3183.48,   6425.56,   4037.56
200707,   4747.72,   2012.49,   3745.37,   7975.44,   3119.37,   8472.37,   3386.21,   2836.67,   6076.72,   3678.79
200708,   4547.62,   1894.93,   3748.18,   7911.87,   3114.41,   8246.18,   3202.86,   2732.75,   5894.83,   3474.81
200709,   4708.40,   1875.87,   3776.22,   7907.19,   3229.82,   8237.50,   3269.20,   2808.90,   5965.05,   3531.48
200710,   4898.42,   1906.16,   3984.16,   8523.92,   3370.76,   8462.85,   3276.34,   2901.09,   6158.63,   3626.89
200711,   5002.15,   1942.60,   4031.54,   8756.11,   3613.99,   8249.46,   3339.93,   2953.65,   6320.35,   3648.77
200712,   5059.16,   1778.30,   3932.49,   8382.28,   3347.14,   7765.99,   3262.57,   2964.46,   6305.89,   3433.47
200801,   5001.43,   1751.62,   3971.77,   9024.71,   3427.01,   7736.35,   3194.07,   2851.91,   6349.42,   3329.92
200802,   4739.51,   1647.78,   3679.38,   8202.10,   3025.79,   7160.61,   3176.94,   2731.05,   5957.00,   3256.65
200803,   4749.56,   1545.61,   3726.64,   8840.34,   2920.93,   6962.09,   3034.05,   2709.54,   5753.79,   3015.11
200804,   4783.18,   1478.94,   3730.16,   8734.75,   2958.55,   7013.74,   3096.80,   2669.79,   5786.45,   2971.11
200805,   4748.71,   1591.99,   3927.14,   9719.63,   3158.43,   7365.48,   3283.12,   2711.92,   6150.66,   3090.91
200806,   4953.85,   1609.15,   4075.14,  10166.33,   3368.94,   7760.17,   3349.88,   2774.27,   6345.87,   3026.00
200807,   4360.72,   1221.44,   3459.34,   9544.67,   2914.16,   6744.50,   2869.12,   2531.68,   6202.37,   2457.80
200808,   4477.42,   1223.81,   3446.50,   8043.83,   2902.03,   6442.68,   2928.41,   2727.09,   5794.05,   2585.36
200809,   4571.57,   1242.45,   3506.41,   8083.32,   2988.18,   6745.54,   3110.88,   2792.05,   5742.60,   2602.09
200810,   4456.34,   1129.16,   3040.88,   7100.68,   2648.29,   5941.44,   2946.55,   2636.20,   5055.13,   2437.56
200811,   3808.38,    748.10,   2415.01,   5902.57,   2180.27,   5026.41,   2529.28,   2368.48,   4484.80,   1966.74
200812,   3470.39,    666.46,   2231.25,   5986.98,   1951.13,   4986.33,   2339.34,   2183.08,   4515.75,   1723.73
200901,   3495.13,    665.48,   2267.29,   5863.50,   2003.16,   5193.60,   2454.48,   2334.84,   4451.67,   1737.59
200902,   3297.42,    586.22,   2065.07,   5655.79,   1940.91,   4666.95,   2278.22,   2310.52,   4406.29,   1417.01
200903,   3056.75,    528.99,   1786.77,   4923.16,   1851.98,   4378.11,   2207.48,   2066.64,   3831.42,   1213.13
200904,   3229.14,    598.31,   1938.98,   5143.92,   2075.48,   4658.83,   2428.60,   2056.23,   3924.19,   1378.87
200905,   3404.19,    871.00,   2259.81,   5405.78,   2353.49,   5119.31,   2672.39,   2043.50,   3998.07,   1613.29
200906,   3644.01,    859.71,   2392.50,   6013.81,   2435.70,   5168.71,   2642.81,   2202.01,   4159.98,   1734.73
200907,   3633.05,    959.54,   2318.71,   5532.44,   2545.73,   5085.55,   2636.79,   2259.28,   4390.88,   1798.68
200908,   3896.16,   1147.76,   2593.17,   5822.14,   2782.26,   5321.72,   2821.05,   2397.27,   4576.19,   1970.01
200909,   3942.02,   1188.29,   2674.79,   5868.13,   2859.05,   5357.15,   2935.11,   2461.30,   4560.83,   2130.69
200910,   4104.56,   1231.51,   2851.53,   6165.22,   3007.58,   5751.53,   3003.11,   2532.57,   4649.44,   2209.56
200911,   4076.08,   1223.50,   2769.38,   6348.28,   2983.23,   5537.38,   3017.68,   2324.33,   4558.95,   2096.34
200912,   4222.78,   1363.57,   2987.70,   6644.33,   3134.13,   5996.19,   3199.70,   2429.94,   4740.87,   2227.26
201001,   4359.83,   1439.26,   3080.82,   6609.52,   3332.90,   6492.05,   3260.72,   2517.32,   5004.44,   2255.99
201002,   4252.33,   1433.04,   2973.83,   6288.79,   3086.57,   6075.37,   3225.35,   2536.37,   4773.67,   2255.17
201003,   4384.23,   1536.99,   3141.92,   6421.39,   3251.70,   6300.41,   3369.40,   2555.01,   4726.52,   2314.60
201004,   4647.56,   1679.77,   3343.00,   6725.84,   3482.23,   6775.18,   3593.15,   2667.66,   4859.55,   2512.18
201005,   4597.30,   1801.37,   3449.06,   6999.58,   3608.05,   6964.67,   3681.29,   2607.51,   4989.81,   2577.28
201006,   4353.18,   1636.31,   3164.68,   6292.28,   3329.56,   6610.77,   3485.54,   2400.34,   4651.08,   2361.38
201007,   4190.79,   1391.70,   2899.52,   5555.79,   3030.58,   6048.14,   3068.25,   2343.76,   4660.56,   2327.21
201008,   4512.97,   1605.24,   3198.82,   6038.57,   3267.79,   6648.33,   3223.30,   2428.24,   4969.14,   2513.85
201009,   4456.29,   1450.42,   3006.56,   5806.62,   3065.25,   6569.77,   3109.80,   2392.06,   4959.10,   2335.98
201010,   4727.19,   1656.72,   3329.16,   6444.76,   3468.86,   7079.03,   3485.52,   2608.39,   5172.58,   2537.84
201011,   4901.50,   1797.73,   3495.97,   6773.30,   3736.37,   7433.21,   3576.73,   2668.72,   5259.82,   2597.45
201012,   4903.67,   1949.74,   3559.32,   7147.88,   3736.10,   7286.82,   3730.97,   2592.71,   5161.00,   2621.55
201101,   5116.84,   2120.82,   3832.86,   7955.11,   4005.27,   7751.33,   3853.28,   2769.96,   5402.32,   2884.80
201102,   4992.70,   2139.40,   3963.05,   8506.09,   4186.79,   7714.20,   3827.79,   2764.21,   5514.89,   2963.12
201103,   5223.01,   2115.72,   4099.53,   9230.23,   4321.76,   8275.50,   3920.68,   2869.45,   5654.20,   3050.85
201104,   5389.58,   2228.67,   4206.55,   9420.86,   4265.50,   8573.67,   3966.44,   2940.03,   5684.06,   3028.96
201105,   5693.86,   2290.08,   4332.34,   9626.99,   4449.67,   8776.99,   4167.04,   3103.41,   5902.05,   3088.18
201106,   5837.62,   2206.28,   4247.56,   9157.04,   4392.31,   8838.98,   4229.25,   3169.26,   5952.19,   3016.05
201107,   5687.39,   2558.59,   4036.76,   8844.64,   4089.28,   8265.04,   3996.46,   2998.91,   6170.29,   2986.52
201108,   5690.68,   2338.31,   3837.81,   8913.89,   4096.30,   7814.39,   3978.78,   2886.55,   6138.24,   2894.32
201109,   5675.97,   2050.64,   3599.55,   7977.74,   3835.63,   7415.09,   3853.68,   2794.55,   6117.34,   2658.38
201110,   5392.94,   1765.41,   3201.59,   6988.36,   3657.05,   7025.38,   3701.16,   2685.84,   6063.76,   2368.56
201111,   5761.82,   2172.16,   3661.26,   8116.41,   4119.22,   7516.10,   4062.28,   2840.24,   6462.51,   2702.74
201112,   5861.27,   1981.84,   3722.53,   8311.69,   4061.42,   7529.15,   4109.80,   2874.95,   6523.40,   2663.75
201201,   6053.02,   1956.93,   3699.94,   8402.14,   4020.15,   7806.69,   4150.65,   2983.27,   6736.99,   2716.24
201202,   6073.11,   2221.73,   3962.60,   8539.65,   4401.39,   8018.39,   4336.77,   3072.99,   6617.02,   2924.00
201203,   6301.55,   2351.87,   4108.85,   9098.34,   4721.36,   8403.67,   4492.65,   3129.02,   6664.28,   3054.29
201204,   6516.11,   2383.30,   4135.39,   8851.63,   4969.00,   8586.85,   4705.82,   3265.67,   6750.50,   3210.29
201205,   6604.48,   2206.78,   4107.45,   8710.91,   4881.64,   8690.25,   4684.91,   3305.88,   6879.98,   3169.52
201206,   6416.91,   2013.13,   3793.21,   7798.61,   4494.40,   8617.03,   4543.32,   3195.30,   6605.54,   2936.01
201207,   6407.36,   1910.14,   3696.34,   7563.95,   4469.27,   8176.79,   4373.07,   3257.10,   6905.74,   3018.07
201208,   6492.97,   1903.05,   3721.18,   7815.80,   4501.20,   8691.29,   4471.55,   3306.36,   7024.21,   2984.19
201209,   6494.81,   2000.46,   3841.40,   8108.86,   4751.25,   8770.58,   4608.38,   3361.24,   6738.91,   3076.98
201210,   6597.58,   2067.06,   3919.22,   8412.87,   4815.65,   9185.51,   4719.22,   3544.97,   6863.63,   3217.61
201211,   6515.05,   2218.59,   3904.06,   8418.40,   4532.57,   8919.69,   4717.94,   3474.59,   6932.10,   3265.67
201212,   6709.15,   2273.23,   4016.45,   8305.72,   4619.41,   9094.79,   4793.24,   3524.65,   6627.56,   3251.08
201301,   6516.84,   2465.14,   4164.55,   8463.24,   4677.47,   9167.64,   4715.48,   3536.31,   6664.92,   3373.35
201302,   6899.58,   2543.51,   4413.87,   9093.89,   4796.19,   9665.67,   5017.03,   3832.21,   6989.90,   3602.87
201303,   7219.99,   2522.12,   4468.55,   9111.92,   4827.13,   9972.97,   5095.68,   3885.49,   7106.91,   3663.30
201304,   7552.39,   2659.98,   4587.48,   9294.15,   4992.52,  10524.15,   5326.27,   4170.19,   7489.90,   3828.30
201305,   7830.59,   2795.16,   4627.33,   9281.43,   5068.43,  10930.24,   5516.04,   4284.05,   7867.45,   3879.89
201306,   7740.15,   3067.54,   4795.14,   9599.02,   5310.60,  10815.48,   5663.20,   4335.70,   7270.86,   4128.98
201307,   7502.93,   3014.86,   4550.46,   9003.86,   4977.22,  10225.29,   5313.33,   3952.67,   7931.94,   3974.78
201308,   7758.25,   3318.28,   4841.60,   9523.62,   5275.83,  10697.74,   5623.11,   4272.84,   8285.62,   4219.17
201309,   7539.67,   3317.81,   4762.80,   9362.74,   5289.06,  10443.94,   5371.72,   4126.44,   7880.46,   4064.06
201310,   7662.38,   3564.97,   5014.93,   9602.80,   5519.10,  10988.31,   5607.85,   4302.18,   7935.94,   4223.94
201311,   8072.58,   3611.56,   5270.40,  10119.58,   5716.77,  11584.84,   5923.36,   4482.79,   8185.60,   4391.04
201312,   8258.97,   3703.60,   5429.30,  10232.79,   5967.31,  11584.89,   6255.50,   4684.20,   8004.85,   4602.29
201401,   8429.41,   3743.46,   5590.22,  10589.38,   6229.15,  12260.31,   6276.66,   4713.80,   8149.74,   4750.18
201402,   7941.58,   3601.72,   5343.99,   9857.49,   6160.68,  11750.30,   5894.88,   4834.70,   8339.02,   4556.20
201403,   8318.03,   3885.97,   5697.87,  10370.25,   6500.46,  12044.72,   6235.42,   5140.23,   8555.00,   4728.14
201404,   8545.65,   3881.38,   5735.62,  10743.65,   6456.62,  12162.31,   6187.63,   5013.20,   8761.15,   4827.20
201405,   8714.92,   3887.43,   5786.77,  11428.00,   6414.11,  12166.06,   6145.46,   4998.25,   9099.35,   4745.89
201406,   9032.28,   3909.93,   5891.14,  11476.94,   6618.77,  12659.41,   6211.05,   5099.66,   9055.39,   4843.31
201407,   8794.39,   4223.37,   5643.70,  10829.29,   6260.59,  13281.67,   6309.22,   4229.40,   9550.14,   4681.68
201408,   8456.55,   4018.47,   5410.43,  10435.24,   6285.27,  13627.35,   6252.26,   4171.62,   8922.08,   4586.71
201409,   8924.16,   4217.40,   5659.76,  10635.64,   6545.52,  13663.05,   6607.60,   4395.12,   9435.52,   4784.45
201410,   8930.75,   3815.17,   5510.95,   9857.29,   6460.19,  13599.67,   6514.33,   4391.59,   9090.86,   4740.36
201411,   9216.97,   3987.34,   5635.36,   9551.97,   6606.59,  13876.20,   6728.20,   4655.84,   9684.54,   4912.61
201412,   9635.30,   4169.49,   5765.84,   8616.50,   6888.73,  14300.92,   7245.15,   4807.12,   9670.41,   5042.06
201501,   9366.80,   4208.88,   5762.80,   8709.75,   6846.05,  14129.39,   7357.13,   4770.33,   9823.36,   5110.59
201502,   9357.32,   4021.25,   5538.88,   8384.79,   6642.96,  13437.39,   7344.10,   4848.08,   9934.42,   4797.86
201503,   9830.25,   4337.99,   5890.69,   8790.00,   7209.53,  14629.75,   7830.19,   5055.22,   9452.13,   5150.87
201504,   9606.71,   4305.61,   5775.28,   8672.61,   7062.24,  14296.44,   7889.49,   4950.39,   9396.63,   5141.95
201505,   9681.06,   4318.96,   5723.45,   9249.25,   7201.17,  14921.18,   7719.13,   4873.16,   9411.27,   5198.13
201506,   9819.03,   4266.53,   5761.10,   8785.47,   7365.87,  14961.23,   7788.94,   5094.28,   9323.50,   5284.16
201507,   9472.22,   4092.33,   5449.86,   8260.14,   6721.78,  14561.83,   7248.85,   4298.74,   9306.44,   4992.57
201508,   9638.06,   3989.89,   5332.44,   7697.80,   6928.56,  14339.43,   7658.78,   4453.40,   9534.03,   5105.59
201509,   9236.32,   3758.62,   5011.77,   7375.42,   6529.32,  13133.72,   7293.43,   4071.83,   9101.95,   4792.73
201510,   9199.48,   3620.50,   4860.06,   6991.00,   6469.27,  12791.48,   7136.70,   3771.55,   9028.11,   4653.85
201511,   9886.88,   3911.14,   5332.04,   7938.04,   7209.95,  13886.86,   7493.15,   4072.48,   9197.72,   4984.67
201512,   9777.02,   3982.55,   5354.64,   8033.05,   7315.09,  13612.14,   7565.30,   4077.00,   8837.20,   5057.60
201601,   9814.53,   3793.46,   5219.89,   7253.93,   7128.63,  13401.12,   7604.37,   4094.43,   8666.80,   4962.68
201602,   9888.73,   3279.83,   4948.50,   7325.35,   6743.21,  13384.57,   7299.96,   3680.98,   9062.62,   4523.16
201603,  10002.90,   3407.45,   5041.89,   7110.03,   6671.45,  13502.54,   7316.55,   3649.20,   9171.76,   4521.78
201604,  10420.39,   3761.40,   5407.04,   7991.40,   7257.44,  14318.26,   7709.41,   3787.22,   9892.56,   4864.59
201605,  10591.38,   3858.97,   5515.62,   8785.96,   6973.84,  14348.81,   7731.18,   3978.99,   9879.88,   4984.33
201606,  10643.33,   3810.58,   5485.82,   8809.44,   7354.99,  14305.31,   7831.77,   4100.71,  10055.80,   5075.47
201607,  11591.49,   3502.18,   5283.95,   9463.24,   6995.37,  15233.80,   7299.36,   3695.27,  10873.66,   4674.43
201608,  11577.80,   3795.33,   5491.49,   9200.91,   7545.67,  15679.43,   7642.41,   3964.80,  10931.58,   4878.44
201609,  11638.83,   3799.28,   5562.64,   9298.59,   7723.84,  15172.96,   7520.85,   3853.16,  10468.18,   5064.28
201610,  11307.46,   3732.04,   5515.02,   9678.08,   7873.36,  15412.04,   7506.83,   3878.55,  10707.22,   5032.04
201611,  11444.97,   3625.46,   5362.00,   9387.30,   7851.52,  14870.41,   7215.10,   3610.59,  10740.54,   5070.34
201612,  10966.76,   3940.59,   5694.10,  10313.88,   7992.35,  15834.08,   7510.44,   3711.16,  10405.30,   5656.02
201701,  11312.88,   4085.73,   5728.11,  10510.02,   8087.26,  16959.19,   7508.60,   3750.49,  10863.34,   5849.47
201702,  11497.38,   4226.92,   5919.25,  10057.37,   8494.63,  17877.63,   7586.85,   3790.19,  11091.55,   5907.73
